index,genres,keywords,production_companies,title,cast,director,document
10,"['adventure', 'fantasy', 'action', 'sciencefiction']","['savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor']",dccomics,Superman Returns,"['brandonrouth', 'kevinspacey', 'katebosworth', 'jamesmarsden', 'parkerposey', 'franklangella', 'samhuntington', 'evamariesaint', 'marlonbrando', 'kalpenn', 'tristanlakeleabu', 'davidfabrizio', 'ianroberts', 'vincentstone', 'jacklarson', 'noelneill', 'keeganjoyce', 'jordanabeatty']",bryansinger,adventure fantasy action sciencefiction savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor d c c o m i c s
11,"['adventure', 'action', 'thriller', 'crime']","['killing', 'undercover', 'secretagent', 'britishsecretservice']",eonproductions,Quantum of Solace,"['danielcraig', 'olgakurylenko', 'mathieuamalric', 'judidench', 'giancarlogiannini', 'gemmaarterton', 'jeffreywright', 'davidharbour', 'jesperchristensen', 'anatoletaubman', 'rorykinnear', 'timpigott-smith', 'joaquíncosio', 'glennfoster', 'paulritter', 'stanakatic', 'lucrezialantedellarovere', 'neiljackson', 'oonachaplin', 'rachelmcdowall', 'gustavonanez', 'markwakeling', 'sarahhadland', 'daviddecio', 'aaronking', 'alexandraprusa', 'brandonjovanovich', 'alexandrekrawetz', 'fernandoguilléncuervo', 'jesúsochoa', 'simonkassianides', ""brendano'hea""]",marcforster,adventure action thriller crime killing undercover secretagent britishsecretservice e o n p r o d u c t i o n s
12,"['adventure', 'fantasy', 'action']","['witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",waltdisneypictures,Pirates of the Caribbean: Dead Man's Chest,"['johnnydepp', 'orlandobloom', 'keiraknightley', 'stellanskarsgård', 'billnighy', 'jackdavenport', 'kevinmcnally', 'jonathanpryce', 'leearenberg', 'mackenziecrook', 'tomhollander', 'naomieharris', 'davidbailie', 'martinklebba', 'davidschofield', 'alexnorton', 'geoffreyrush', 'dermotkeaney', 'andybeckwith', 'cliveashborn', 'reggielee', 'christopheradamson', 'jonathanlinsley', 'johnboswall', 'maxbaker', 'stevespeirs', 'laurenmaher', 'vanessabranch', 'lukedewoolfson', 'jonathankite', 'ho-kwantse', 'peterdonaldbadalamentiii', 'christophers.capp']",goreverbinski,adventure fantasy action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger w a l t d i s n e y p i c t u r e s
13,"['action', 'adventure', 'western']","['texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto']",waltdisneypictures,The Lone Ranger,"['johnnydepp', 'armiehammer', 'williamfichtner', 'helenabonhamcarter', 'jamesbadgedale', 'tomwilkinson', 'ruthwilson', 'barrypepper', 'jamesfrain', 'masoncook', ""matto'leary"", 'leonrippy', 'harrytreadaway', 'damonherriman', 'w.earlbrown', 'gilbirmingham', 'saginawgrant', 'stephenbrodie', 'matthewpage', 'nickw.nicholson', 'bryantprince', 'jdcullum', 'joaquíncosio', 'timothyv.murphy', 'damoncarney', 'kevinwiggins', 'chadbrummett', 'robertbaker', 'lewtemple', 'stephenroot', 'randyoglesby', 'bradgreenquist', 'rancehoward', 'leonardearlhowze', 'travishammer', 'stevecorona', 'jackaxelrod', 'christopherhagen', 'fredafohshen', 'margaretbowman', 'luzp.mendez', 'lainaloucks', 'devonj.adams', 'desiraeanslover', 'charlottecormier', 'meganpribyl', 'brianavanschuyver', 'juliestracener', 'chadrandall', 'jasone.hill', 'bethbailey', 'joannecamp', 'bobrumnock', 'taitfletcher', 'alexknight', 'argosmaccallum', 'pokeylafarge', 'joeyglynn', 'adamhoskins', 'ryankoenig']",goreverbinski,action adventure western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto w a l t d i s n e y p i c t u r e s
14,"['action', 'adventure', 'fantasy', 'sciencefiction']","['savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse']",legendarypictures,Man of Steel,"['henrycavill', 'amyadams', 'michaelshannon', 'kevincostner', 'dianelane', 'russellcrowe', 'laurencefishburne', 'antjetraue', 'christophermeloni', 'jadingould', 'tahmohpenikett', 'ayeletzurer', 'richardschiff', 'dylansprayberry', 'michaelkelly', 'carlagugino', 'richardcetrone', 'mackenziegray', 'julianrichings', 'maryblack', 'samanthajo', 'rebeccabuller', 'christinawren', 'davidlewis', 'dougabrahams', 'bradkelly', 'alessandrojuliani', 'jackfoley', 'robertgerdisch', 'harrylennix', 'jacquelinescislowski', 'seancampbell', 'rajlal']",zacksnyder,action adventure fantasy sciencefiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse l e g e n d a r y p i c t u r e s
15,"['adventure', 'family', 'fantasy']","['basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld']",waltdisney,The Chronicles of Narnia: Prince Caspian,"['benbarnes', 'williammoseley', 'annapopplewell', 'skandarkeynes', 'georgiehenley', 'sergiocastellitto', 'aliciaborrachero', 'peterdinklage', 'warwickdavis', 'vincentgrass', 'pierfrancescofavino', 'damiánalcázar', 'simónandreu', 'predragbjelac', 'shanerangi', 'cornelljohn', 'liamneeson', 'kenstott', 'tildaswinton', 'eddieizzard', 'kláraissová']",andrewadamson,adventure family fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld w a l t d i s n e y
16,"['sciencefiction', 'action', 'adventure']","['newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse']",paramountpictures,The Avengers,"['robertdowneyjr.', 'chrisevans', 'markruffalo', 'chrishemsworth', 'scarlettjohansson', 'jeremyrenner', 'tomhiddleston', 'clarkgregg', 'cobiesmulders', 'stellanskarsgård', 'samuell.jackson', 'gwynethpaltrow', 'paulbettany', 'jennyagutter', 'walterperez', 'powersboothe', 'stanlee', 'arthurdarbinyan', 'donaldli', 'ashleyjohnson', 'harrydeanstanton', 'aliciasixtos', 'dieterriesle', 'jamiemcshane', 'jeffwolfe', 'jerzyskolimowski', 'maximilianohernández', 'alexisdenisof', 'jameseckhouse', 'envergjokaj', 'damionpoitier', 'tinabenko', 'kirillnikiforov', ""m'laahkaursingh"", 'rashmirustagi', 'warrenkole', 'jessegarcia', 'kennethtigar', 'joshcowdery', 'katsumikomatsu', 'yumikokomatsu', 'momokokomatsu', 'robertclohessy', 'fernandatoker', 'andreavecchio', 'robinswoboda', 'brentmcgee', 'michaelzhang', 'william-christopherstephens', 'kelleyrobins', 'romyrosemont', 'patkiernan', 'thomasroberts', 'jillianmorgese', 'catherineanderson', 'ricardoandres', 'loganbennett', 'mayankbhatter', 'sharitabone', 'jasonbotsford', 'marykatecampbell', 'genen.chavez', 'laylacushman', 'robertdean', 'rickdremann', 'jeffreyfeingold', 'louferrigno', 'rodfielder', 'ericfrank', 'israelhall', 'carmendeeharris', 'alexanderchristopherjones', 'mikekarban', 'demoinekinney', 'andrewknode', 'annettelawless', 'kimberlyj.mahoney', 'toddmanes', 'jorgemardel', 'tiffanysandermckenzie', 'michaelmcmillan', 'seanmeehan', 'jotinagra', 'hollyneelie', 'calebdanielnoal', ""josepho'brien"", 'jeremyorr', 'natepaige', 'martinpalmer', 'mariaperossa', 'calebpieplow', 'alexanderdanielpimentel', 'frankpowers', 'jaimepowers', 'brentreichert', 'kellyruble', 'ginasarno', 'robertb.schneideriv', 'jeffseich', 'christinashaffer', 'alondashevette', 'douglasslygh', 'colinstrause', 'robertp.thitoff', 'georgethomas', 'shanethompson', 'jerryleetucker', 'taiurban', 'chrisvaina', 'sandraweston', 'sethzielicke', 'alexdecourville', 'debbiescaletta', 'andrea-nicholeolivas', 'tinagrimm']",josswhedon,sciencefiction action adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse p a r a m o u n t p i c t u r e s
17,"['adventure', 'action', 'fantasy']","['sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",waltdisneypictures,Pirates of the Caribbean: On Stranger Tides,"['johnnydepp', 'penélopecruz', 'ianmcshane', 'kevinmcnally', 'geoffreyrush', 'samclaflin', 'astridbergès-frisbey', 'stephengraham', 'gregellis', ""damiano'hare"", 'óscarjaenada', 'richardgriffiths', 'keithrichards', 'gemmaward', 'judidench', 'ianmercer', 'robbiekay', 'christopherfairbank', 'yukimatsuzaki', 'steveevets', 'bronsonwebb', 'derekmears', 'deobiaoparei', 'sebastianarmesto', 'antonlesser', 'rogerallam', 'paulbazely', 'richardthomson', 'dannyleboyer', 'alanj.utley-moore', 'lukeroberts', 'emiliajones', 'sanyahughes', 'lejon', 'siegfriedpeters']",robmarshall,adventure action fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d w a l t d i s n e y p i c t u r e s
18,"['action', 'comedy', 'sciencefiction']","['timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory']",amblinentertainment,Men in Black 3,"['willsmith', 'tommyleejones', 'joshbrolin', 'michaelstuhlbarg', 'emmathompson', 'jemaineclement', 'nicolescherzinger', 'aliceeve', 'billhader', 'michaelchernus', 'davidrasche', 'keoneyoung', 'cayenmartin', 'mikecolter', 'melahudson', 'willarnett', 'kelvindavis', 'danbittner']",barrysonnenfeld,action comedy sciencefiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory a m b l i n e n t e r t a i n m e n t
19,"['action', 'adventure', 'fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery']",wingnutfilms,The Hobbit: The Battle of the Five Armies,"['martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish', 'williamkircher', 'jamesnesbitt', 'stephenhunter', ""deano'gorman"", 'aidanturner', 'johncallen', 'peterhambleton', 'jedbrophy', 'markhadlow', 'adambrown', 'orlandobloom', 'evangelinelilly', 'leepace', 'cateblanchett', 'hugoweaving', 'christopherlee', 'ianholm', 'mikaelpersbrandt', 'sylvestermccoy', 'lukeevans', 'stephenfry', 'johnbell', 'ryangage', 'peggynesbitt', 'marynesbitt', 'manubennett', 'johntui', 'billyconnolly', 'benedictcumberbatch', 'kellykilgour', 'sarahpeirse', 'nickblake', 'simonlondon', 'conanstevens', 'allansmith', 'mirandaharcourt', 'thomasinmckenzie']",peterjackson,action adventure fantasy corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery w i n g n u t f i l m s
20,"['action', 'adventure', 'fantasy']","['lossoffather', 'vigilante', 'serum', 'marvelcomic', 'scientificexperiment', 'spiderbite', 'maskedvigilante', 'reboot', 'superpowers', 'geneticengineering', 'socialoutcast', 'duringcreditsstinger']",columbiapictures,The Amazing Spider-Man,"['andrewgarfield', 'emmastone', 'rhysifans', 'denisleary', 'campbellscott', 'irrfankhan', 'martinsheen', 'sallyfield', 'maxcharles', 'chriszylka', 'embethdavidtz', 'leifgantvoort', 'hannahmarks', 'kelseyasbille', 'c.thomashowell', 'stanlee', 'michaelmassee', 'michaelpapajohn', 'karicoleman', 'charliedepew', 'skylergisondo', 'jacobrodier', 'jakekeiffer', 'kevinmccorkle', 'barbaraeveharris', 'danielleburgio', 'michaelbarra', 'andypessoa', 'andygladbach', 'ringhendricks-tellefsen', 'tomwaite', 'keithcampbell', 'stevedecastro', 'jameschen', 'alexanderbedria', 'johnburke', 'jillflint', 'markdaugherty', 'miltongonzález', 'vincentlaresca', 'damienlemon', 'tyupshaw', 'tiatexada', 'jaycaputo', 'terrybozeman', 'jenniferlyons', 'amberstevens', 'zoeydeutch', 'jodycosgrove-kao', 'maxbogner', 'ethancohn', 'mileselliot', 'mirandaladawnhill', 'amandamacdonald', 'maurymorgan', 'amynovondo', 'kristinquick']",marcwebb,action adventure fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger c o l u m b i a p i c t u r e s
21,"['action', 'adventure']","['robinhood', 'archer', 'knight', 'sherwoodforest', 'bowandarrow', 'middleages', 'medieval', 'kingofengland']",imagineentertainment,Robin Hood,"['russellcrowe', 'cateblanchett', 'maxvonsydow', 'williamhurt', 'markstrong', 'oscarisaac', 'dannyhuston', 'eileenatkins', 'markaddy', 'matthewmacfadyen', 'kevindurand', 'scottgrimes', 'alandoyle', 'douglashodge', 'léaseydoux', 'jonathanzaccaï', 'robertpugh', 'gerardmcsorley', 'velibortopic', 'ciaranflynn', 'simonmcburney', 'marklewisjones', 'bronsonwebb', 'denisménochet', 'rubybentall', 'jessicaraine', 'johnnicholas', 'royholder', 'denisegough', 'lukeevans', 'arthurdarvill', 'gianninafacio', 'ralphineson', 'jakecurran']",ridleyscott,action adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland i m a g i n e e n t e r t a i n m e n t
22,"['adventure', 'fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'swordandsorcery']",wingnutfilms,The Hobbit: The Desolation of Smaug,"['martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish', 'williamkircher', 'jamesnesbitt', 'stephenhunter', ""deano'gorman"", 'aidanturner', 'benedictcumberbatch', 'leepace', 'lukeevans', 'evangelinelilly', 'orlandobloom', 'mikaelpersbrandt', 'manubennett', 'stephenfry', 'johnbell', 'sylvestermccoy', 'terrynotary', 'peterhambleton', 'cateblanchett', 'stephencolbert', 'jedbrophy', 'sarahpeirse', 'marynesbitt', 'peggynesbitt', 'markhadlow', 'johncallen', 'adambrown', 'benmitchell']",peterjackson,adventure fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery w i n g n u t f i l m s
23,"['adventure', 'fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polarbear', 'orphan', 'animal', 'basedonyoungadultnovel']",newlinecinema,The Golden Compass,"['dakotabluerichards', 'nicolekidman', 'danielcraig', 'samelliott', 'evagreen', 'freddiehighmore', 'ianmckellen', 'benwalker', 'ianmcshane', 'kristinscottthomas', 'kathybates', 'jimcarter', 'tomcourtenay', 'christopherlee', 'simonmcburney', 'jackshepherd', 'magdaszubanski', 'derekjacobi', 'clarehiggins', 'charlierowe', 'stevenloton', 'michaelantoniou', 'markmottram', 'hattiemorahan', 'jasonwatkins', 'samhoare', 'briannickels', 'thomasarnold', 'helensoraya']",chrisweitz,adventure fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel n e w l i n e c i n e m a
24,"['adventure', 'drama', 'action']","['filmbusiness', 'screenplay', 'showbusiness', 'filmmaking', 'filmproducer', 'exoticisland', 'monster', 'indigenous', 'ship', 'dinosaur']",wingnutfilms,King Kong,"['naomiwatts', 'jackblack', 'adrienbrody', 'thomaskretschmann', 'colinhanks', 'andyserkis', 'evanparke', 'jamiebell', 'lobochan', 'johnsumner', 'craighall', 'kylechandler', 'williamjohnson', 'davidpittu', 'markhadlow', 'geraldinebrophy', 'daviddennis', 'pipmushin', 'jimknobeloch', 'richerbert', 'leedonahue', 'tomhobbs', 'tirielmora', 'jedbrophy', 'johnwraight', 'williamwallace', 'frankedwards', 'crawfordthomson', 'richardkavanagh', 'stephenhall', 'joefolau', 'chiclittlewood', 'samueltaylor']",peterjackson,adventure drama action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur w i n g n u t f i l m s
25,"['drama', 'romance', 'thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'oceanliner', 'epic', 'richwoman-poorman', 'love', 'disaster', 'tragiclove', 'classdifferences', 'imax', 'starcrossedlovers', 'steerage', 'salvage', 'richsnob', '3d', '1910s']",paramountpictures,Titanic,"['katewinslet', 'leonardodicaprio', 'francesfisher', 'billyzane', 'kathybates', 'gloriastuart', 'billpaxton', 'bernardhill', 'davidwarner', 'victorgarber', 'jonathanhyde', 'suzyamis', 'lewisabernathy', 'nicholascascone', 'dannynucci', 'jasonbarry', 'lewpalter', 'ericbraeden', 'bernardfox', 'ewanstewart', 'ioangruffudd', 'jonnyphillips', 'edwardfletcher', 'scottg.anderson', 'martineast', 'gregorycooke', 'alexandreaowens', 'sethadkins', 'michaelensign', 'anatolym.sagalevitch', 'martinhub', 'marklindsaychapman', 'richardgraham', 'paulbrightwell', 'rondonachie', 'charlottechatton', 'fanniebrett', 'jenettegoldstein', 'camillaoverbyeroos', 'lindakerns', 'amygaipa', 'martinjarvis', 'rosalindayres', 'rochellerose', 'jonathanevans-jones', 'brianwalsh', 'rockytaylor', 'craigkelly', 'liamtuohy', 'simoncrane', 'jameslancaster', 'elsaraven', 'reecep.thompsoniii', 'laramielandis', 'markrafaeltruitt', 'johnwalcutt', 'terryforrestal', 'dereklea', 'richardashton', 'seannepita', 'brendanconnolly', 'davidcronnelly', 'garthwilton', 'richardfox', 'nickmeaney', 'kevinowers', 'markcapri', 'marccass', 'paulherbert', 'emmettjames', 'chrisbyrne', 'oliverpage', 'jamesgarrett', 'erikholland', 'erikholland', 'jarikinnunen', 'andersfalk', 'barrydennen', 'vernurich', 'rebeccaklingler', ""triciao'neil"", 'kathleens.dunn', 'romeofrancis', 'mandanamarino', 'vanling', 'bjørnolsen', 'danpettersson', 'shayduffin', 'gregellis', 'dianamorgan', 'krisandersson', 'bobbiebates', 'aaronjamescash', 'annefletcher', 'edmondalanforsyth', 'andiehicks', 'scotthislop', 'stanmazin', 'lisaratzin', 'julenerenee', 'brianbaines', 'elliebensinger', 'alexandraboyd', 'mikebutters', 'jamescameron', 'brunocampolo', 'chriscragnotti', 'kevyncurrie', 'kevindelanoy', 'thomasfiss', 'griffinhowell', 'seanhowse', 'tonykenny', 'bretaaronknower', 'georgekostyiii', 'georgekostyjr.', 'geoffreyc.kosty', 'gregorycharleskosty', 'seanlawlor', 'johnleonhardt', 'miguela.lomelin', 'donlynch', 'johnnymartin', 'ryanmcclurkin', 'meghanmcleod', ""mikeo'neal"", 'julianoros', 'philparlapiano', 'judyprestininzi', 'stevenquale', 'oliviarosewood', 'johnslade', 'stephenwolfesmith', 'r.gerntrowbridge', 'franciscováldez', 'luciezolcerova']",jamescameron,drama romance thriller shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s p a r a m o u n t p i c t u r e s
26,"['adventure', 'action', 'sciencefiction']","['civilwar', 'war', 'marvelcomic', 'sequel', 'superhero', 'basedoncomicbook', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', '3d']",studiobabelsberg,Captain America: Civil War,"['chrisevans', 'robertdowneyjr.', 'scarlettjohansson', 'sebastianstan', 'anthonymackie', 'doncheadle', 'jeremyrenner', 'chadwickboseman', 'paulbettany', 'elizabetholsen', 'paulrudd', 'emilyvancamp', 'tomholland', 'frankgrillo', 'williamhurt', 'danielbrühl', 'johnslattery', 'kerrycondon', 'martinfreeman', 'marisatomei', 'johnkani', 'hopedavis', 'genefarber', 'florencekasumba', 'alfrewoodard', 'jimrash', 'stanlee', 'joerusso', 'damionpoitier', 'michaela.cook', 'laughtonparchment', 'jacksonspidell', 'yilong', 'heidimoneymaker', 'aarontoney', 'caleschultz', 'annrusso', 'cornelljohn', 'svenhönig', 'joshuapeck', 'brentmcgee', 'besatrazemis', 'blairjasin', 'olibigalke', 'rafaelbanasik', 'daviddevries', 'johncurran', 'katieamess', 'austinsanders', 'brettgentile', 'matthewanderson', 'andrewbotchwey', 'chasebradfield', 'ernestcharles', 'hendrickscoates', 'ethancondon', 'shendynes', 'nathanielellis', 'jariahferguson', 'evanffrench', 'justinfreeman', ""ralphaelgrand'pierre"", 'juliangrimes', 'aaronhayes', 'austinhooper', 'amirijones', 'mylesjoseph', 'stephenlewis', 'jacobludwick', ""d'mahreimcrae"", 'ashwinmudaliar', 'eliollinger', 'parkerpape', 'danielparada', 'jonahruffin', 'darrylsampson', 'cameronsardone', 'stanleysellers', 'milesselles', 'jacobsung', 'cadenwilkinson', 'kimscar', 'jessicawalther-gabory', 'beniaminobrogi', 'silvinabuchbauer', 'henryamadi', 'ugochukwuani', 'michaelanthonyrogers', 'umarkhan', 'davidbrown', 'guyfernandez', 'sophiarusso', 'ameliamorck', 'juliannaguill', 'surelyalvelo', 'brianschaeffer', 'kevinlarosajr.', 'alcerullo', 'frédéricnorth', 'raysahetapy']",anthonyrusso,adventure action sciencefiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d s t u d i o b a b e l s b e r g
27,"['thriller', 'action', 'adventure', 'sciencefiction']","['fight', 'u.s.navy', 'mindreading', 'hongkong', 'soccer', 'scientist', 'fictionalwar', 'naval', 'armada', 'battleship', 'navalcombat', 'jdsmyoko', 'lostcommunication', 'taser', 'buoy', 'communicationsexpert', 'jointchiefsofstaff', 'crashlanding', 'jetfighterpilot', 'navylieutenant', 'permissiontomarry', 'ussjohnpauljones', 'basedonboardgame', 'aftercreditsstinger', 'mightymo', 'ussmissouri']",universalpictures,Battleship,"['taylorkitsch', 'alexanderskarsgård', 'rihanna', 'brooklyndecker', 'tadanobuasano', 'liamneeson', 'gregoryd.gadson', 'hamishlinklater', 'jesseplemons', 'johntui', 'jerryferrara', 'davidjensen', 'peterberg', 'adamgodley', 'ricomcclinton', 'jojiyoshida', 'stephenbishop', 'austinnaulty', 'jamesrawlings', 'dustinj.reno', 'rickhoffman', 'garygrubbs', 'ramimalek', 'petermacnicol', 'louislombardi', 'jordankirkwood', 'dougpenty', 'carsonaune', 'joshpence', 'lloydpitts', 'michellearthur', 'nataliacastellanos', 'leniito', 'jackiejohnson', 'kerrycahill', 'normanvincentmclafferty', 'dantejimenez', 'davenarce', 'ralphrichardson', 'biuncalove', 'kylerussellclements', 'yutakatakeuchi', 'johnaweaver', 'danejustman', 'drewrausch', 'billstinchcomb']",peterberg,thriller action adventure sciencefiction fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri u n i v e r s a l p i c t u r e s
28,"['action', 'adventure', 'sciencefiction', 'thriller']","['monster', 'dna', 'tyrannosaurusrex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusementpark', 'animalattack', 'themepark', 'jurassicpark', '3d', 'animalhorror']",universalstudios,Jurassic World,"['chrispratt', 'brycedallashoward', 'irrfankhan', ""vincentd'onofrio"", 'nickrobinson', 'tysimpkins', 'jakejohnson', 'omarsy', 'bdwong', 'judygreer', 'laurenlapkus', 'briantee', 'katiemcgrath', 'andybuckley', 'ericedelstein', 'jimmyfallon', 'jamesdumont', 'mattburke', 'annatalakkottur', 'colintrevorrow', 'courtneyj.clark', 'kellywashington', 'matthewcardarople', 'chadrandall', 'yvonneangulo', 'chloeperrin', 'erikaerica', 'tiffanyforest']",colintrevorrow,action adventure sciencefiction thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror u n i v e r s a l s t u d i o s
29,"['action', 'adventure', 'thriller']","['spy', 'secretagent', 'sociopath', 'killer', 'artgallery', 'britishsecretservice', 'istanbulturkey', 'imax', 'uzi', 'boobytrap', 'impersonatingapoliceofficer', 'macao']",columbiapictures,Skyfall,"['danielcraig', 'judidench', 'javierbardem', 'ralphfiennes', 'naomieharris', 'bérénicemarlohe', 'albertfinney', 'benwhishaw', 'rorykinnear', 'olarapace', 'helenmccrory', 'nicholaswoodeson', 'billbuckhurst', 'elizedutoit', 'ianbonar', 'toniasotiropoulou', 'wolfblitzer', 'jenshultén', ""anthonyo'donnell"", 'jocameronbrown', 'peterbasham', 'benloyd-holmes', 'orionlee', 'yennischeung']",sammendes,action adventure thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao c o l u m b i a p i c t u r e s
30,"['action', 'adventure', 'fantasy']","['dualidentity', ""loveofone'slife"", 'pizzaboy', 'marvelcomic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'supervillain']",columbiapictures,Spider-Man 2,"['tobeymaguire', 'kirstendunst', 'jamesfranco', 'alfredmolina', 'rosemaryharris', 'donnamurphy', 'j.k.simmons', 'danielgillies', 'dylanbaker', 'willemdafoe', 'mageinatovah', 'brucecampbell', 'stanlee', 'scottspiegel', 'joelmchale', 'halsparks', 'donnellrawlings', 'emilydeschanel', 'elizabethbanks', 'danieldaekim', 'aasifmandvi', 'joeydiaz', 'vanessaferlito', 'joybryant', 'johnlandis', 'phillamarr', 'greggedelman', 'tedraimi', 'cliffrobertson', 'elyabaskin', 'billnunn', 'brentbriscoe', 'christineestabrook', 'johnpaxton', 'joannebaron', 'petermcrobbie', 'louislombardi', 'marcjohnjefferies', 'reeddiamond', 'brendanpatrickconnor', 'dancallahan', 'susiepark', 'briannabrown', 'tomcarey', 'danhicks', 'timothypatrickquill', 'tonycampisi', 'mollycheek', 'kellyconnell', 'roshonfegan', 'taylorgilbert', 'timothyjerome', 'elysedinh', 'bille.rogers', 'annebetancourt', 'triciapeters', 'timstorms', 'billcalvert', 'peterallas', 'chloedykstra', 'juliamax', 'calvindean', 'frankbonsangue', 'andrem.johnson', 'petercincotti', 'peytonlist', 'spencerlist', 'troymetcalf', 'scottross', 'bonniesomerville', 'wesleyvolcy', 'louvolpe', 'davidboston', 'garrettwarren', 'michaelarthur', 'cindycheung']",samraimi,action adventure fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain c o l u m b i a p i c t u r e s
